Tipo Muert.;Provincia;Cantón;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Probable Causa M.;Edad;Med. Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anio_i;Mes_i;Cod_prov;cod_cantón
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;15/1/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;17/1/2023;8:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;49;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;16/1/2023;19:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1314
ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;VIA PUBLICA;PUBLICO;17/1/2023;19:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;48;A;HOMBRE;OTROS;SOLTERO;ECUADOR;2023;enero;24;2402
ASESINATO;LOS RIOS;QUEVEDO;URBANO;CASA/VILLA;PRIVADO;17/1/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;MUJER;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero;12;1205
ASESINATO;LOS RIOS;QUEVEDO;URBANO;CASA/VILLA;PRIVADO;17/1/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;12;1205
HOMICIDIO;AZUAY;CUENCA;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;17/1/2023;18:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1;101
ASESINATO;NAPO;TENA;URBANO;VIA PUBLICA;PUBLICO;17/1/2023;20:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;15;1501
FEMICIDIO;MORONA SANTIAGO;TAISHA;RURAL;CASA/VILLA;PRIVADO;17/1/2023;16:30;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;43;A;MUJER;OTROS;CASADO;ECUADOR;2023;enero;14;1409
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/1/2023;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/1/2023;3:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;8:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;8:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;18:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1317
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
ASESINATO;ESMERALDAS;ESMERALDAS;RURAL;CASA/VILLA;PRIVADO;14/1/2023;2:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;75;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;8;801
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;17:35;ARMA DE FUEGO;PISTOLA             ;HERIDA POR ARMA DE FUEGO;51;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;8;801
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;23:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/1/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;7:37;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;AZUAY;SANTA ISABEL;RURAL;TERRENO BALDIO;PUBLICO;17/1/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1;108
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;12:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;8;801
HOMICIDIO;AZUAY;CUENCA;URBANO;CASA/VILLA;PRIVADO;19/1/2023;21:33;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;29;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero;1;101
ASESINATO;MANABI;BOLIVAR;URBANO;QUINTAS;PRIVADO;20/1/2023;1:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1302
ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;16:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1314
ASESINATO;LOS RIOS;VENTANAS;RURAL;VIA PUBLICA;PUBLICO;20/1/2023;6:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1207
ASESINATO;EL ORO;MACHALA;URBANO;HOSPITALES;PRIVADO;19/1/2023;22:34;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;6:27;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;6:27;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;11:41;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;910
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;6:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;6:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;4:00;ARMA DE FUEGO;OTROS ARMA CORTA;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TERRENO BALDIO;PUBLICO;19/1/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;BALZAR;URBANO;CASA/VILLA;PRIVADO;20/1/2023;11:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;904
ASESINATO;GUAYAS;BALZAR;URBANO;CASA/VILLA;PRIVADO;20/1/2023;11:46;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;57;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;904
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PARQUES Y PLAZAS;PUBLICO;19/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;MANABI;PORTOVIEJO;URBANO;TERRENO BALDIO;PUBLICO;20/1/2023;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1301
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;21:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;46;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;9;907
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/1/2023;15:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;NOBOL;RURAL;TERRENO BALDIO;PUBLICO;20/1/2023;0:58;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;9;925
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;20/1/2023;19:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;MILAGRO;URBANO;UNIVERSIDADES;PRIVADO;20/1/2023;20:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;910
HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;20/1/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;56;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;LOS RIOS;PUEBLO VIEJO;RURAL;CASA/VILLA;PRIVADO;20/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
ASESINATO;LOS RIOS;PUEBLO VIEJO;RURAL;CASA/VILLA;PRIVADO;20/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
ASESINATO;LOS RIOS;PUEBLO VIEJO;RURAL;CASA/VILLA;PRIVADO;20/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
ASESINATO;LOS RIOS;VINCES;RURAL;VIA PUBLICA;PUBLICO;20/1/2023;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;69;A;HOMBRE;MONTUBIO/A;CASADO;ECUADOR;2023;enero;12;1208
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;enero;13;1308
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
ASESINATO;LOS RIOS;BABAHOYO;URBANO;CASA/VILLA;PRIVADO;20/1/2023;15:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;12;1201
ASESINATO;LOS RIOS;BABAHOYO;URBANO;CASA/VILLA;PRIVADO;20/1/2023;15:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1201
HOMICIDIO;MANABI;MANTA;URBANO;BARES;PRIVADO;21/1/2023;2:10;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1308
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;20:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;8;801
ASESINATO;EL ORO;MACHALA;URBANO;CASA/VILLA;PRIVADO;20/1/2023;20:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero;7;701
ASESINATO;GUAYAS;PEDRO CARBO;RURAL;CASA/VILLA;PRIVADO;21/1/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;914
ASESINATO;GUAYAS;PEDRO CARBO;RURAL;CASA/VILLA;PRIVADO;21/1/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;914
ASESINATO;GUAYAS;PEDRO CARBO;RURAL;CASA/VILLA;PRIVADO;21/1/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;914
ASESINATO;EL ORO;SANTA ROSA;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;20:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;712
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;16:25;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CANCHAS DE USO MULTIPLE;PUBLICO;21/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;20:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;SAMBORONDON;RURAL;CASA/VILLA;PRIVADO;21/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;916
ASESINATO;SANTA ELENA;SALINAS;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;24;2403
ASESINATO;GUAYAS;DAULE;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;21:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;906
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;4:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;4:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PARQUES Y PLAZAS;PUBLICO;22/1/2023;0:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;22/1/2023;3:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RURAL;VIA PUBLICA;PUBLICO;21/1/2023;13:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;LOS RIOS;BABA;RURAL;OTROS CENTROS DE DIVERSIÓN;PRIVADO;21/1/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1202
ASESINATO;LOS RIOS;BABAHOYO;RURAL;VIA PUBLICA;PUBLICO;21/1/2023;14:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1201
ASESINATO;EL ORO;PASAJE;URBANO;HOTELES;PRIVADO;21/1/2023;21:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;709
ASESINATO;MANABI;TOSAGUA;RURAL;VIA PUBLICA;PUBLICO;22/1/2023;6:00;OTROS;OTRO;CARBONIZACION;26;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;13;1315
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;RIO;PUBLICO;22/1/2023;3:00;OTROS;OTRO;SUMERSION;30;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;9;901
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;enero;13;1308
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;22/1/2023;10:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;TUNGURAHUA;CEVALLOS;RURAL;VIA PUBLICA;PUBLICO;20/1/2023;3:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;18;1803
ASESINATO;PICHINCHA;QUITO;RURAL;TERRENO BALDIO;PUBLICO;21/1/2023;13:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;enero;17;1701
ASESINATO;ESMERALDAS;SAN LORENZO;URBANO;VIA PUBLICA;PUBLICO;20/1/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;enero;8;805
HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;22/1/2023;18:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;CAÑAR;LA TRONCAL;URBANO;VIA PUBLICA;PUBLICO;21/1/2023;23:49;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;3;304
HOMICIDIO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RURAL;FINCA;PRIVADO;22/1/2023;17:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;22:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;MUJER;AFRO;SOLTERO;ECUADOR;2023;enero;8;801
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;21:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;907
ASESINATO;LOS RIOS;URDANETA;RURAL;HACIENDAS;PRIVADO;22/1/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
ASESINATO;LOS RIOS;URDANETA;RURAL;HACIENDAS;PRIVADO;22/1/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
ASESINATO;LOS RIOS;URDANETA;RURAL;HACIENDAS;PRIVADO;22/1/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
ASESINATO;LOS RIOS;URDANETA;RURAL;HACIENDAS;PRIVADO;22/1/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;21:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;LOS RIOS;VINCES;URBANO;VIA PUBLICA;PUBLICO;22/1/2023;6:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1208
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;23/1/2023;0:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;MANABI;PEDERNALES;RURAL;VIA PUBLICA;PUBLICO;22/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1317
ASESINATO;MANABI;PEDERNALES;RURAL;VIA PUBLICA;PUBLICO;22/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1317
ASESINATO;ESMERALDAS;QUININDE;URBANO;VIA PUBLICA;PUBLICO;23/1/2023;0:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;8;804
ASESINATO;CARCHI;TULCAN;URBANO;QUEBRADAS;PUBLICO;23/1/2023;1:00;CONSTRICTORA;OTRO;ESTRANGULACION;30;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero;4;401
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;23/1/2023;0:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;7;707
